index,item_identifier,item_weight,item_type,item_fat_content,item_mrp,item_visibility,outlet_identifier,outlet_establishment_year,outlet_size_str,outlet_size_num,outlet_location_type,outlet_type,item_outlet_sales,outlet_item_revenue
3754,FDM09,11.15,Snack Foods,Regular,167.879,0.086105815,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2886.243,484539.59
3755,FDK43,9.8,Meat,Low Fat,126.302,0.026882496,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3036.048,383458.93
3756,FDE45,12.1,Fruits and Vegetables,Low Fat,178.5002,0.040521714,OUT018,2009,medium,2,Tier 3,Supermarket Type2,5552.1062,991052.07
3757,FDR35,12.6,Breads,Low Fat,200.0742,0.020597493,OUT027,1985,medium,2,Tier 3,Supermarket Type3,8958.339,1792332.51
3758,FDT58,12.6,Snack Foods,Low Fat,169.2816,0.085538477,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3523.4136,596449.09
3759,FDS57,15.5,Snack Foods,Low Fat,141.547,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3006.087,425502.6
3760,FDF10,15.5,Snack Foods,Regular,147.2418,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1324.2762,194988.81
3761,FDP03,5.15,Meat,Regular,122.1388,0.10239789,OUT010,1998,medium,2,Tier 3,Grocery Store,495.3552,60502.09
3762,FDT04,17.25,Frozen Foods,Low Fat,37.5822,0.0,OUT010,1998,medium,2,Tier 3,Grocery Store,196.411,7381.56
3763,NCW53,18.35,Health and Hygiene,Low Fat,191.3162,0.0304697,OUT013,1987,high,3,Tier 3,Supermarket Type1,1346.9134,257686.35
3764,FDA39,6.32,Meat,Low Fat,38.5822,0.021287234,OUT010,1998,medium,2,Tier 3,Grocery Store,78.5644,3031.19
3765,NCH29,5.51,Health and Hygiene,Low Fat,96.7726,0.034467286,OUT035,2004,small,1,Tier 2,Supermarket Type1,2642.5602,255727.42
3766,FDU02,13.35,Dairy,Low Fat,228.8352,0.1027194,OUT045,2002,medium,2,Tier 2,Supermarket Type1,5267.8096,1205460.26
3767,FDN13,12.6,Breakfast,Low Fat,98.5358,0.266234421,OUT019,1985,small,1,Tier 1,Grocery Store,402.1432,39625.5
3768,FDX56,12.6,Fruits and Vegetables,Regular,206.8638,0.129668578,OUT019,1985,small,1,Tier 1,Grocery Store,207.0638,42834.0
3769,FDT11,12.6,Breads,Regular,189.4556,0.02923013,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3567.3564,675855.65
3770,NCC18,12.6,Household,Low Fat,173.2422,0.176411579,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2069.3064,358491.19
3771,FDA32,14.0,Fruits and Vegetables,Low Fat,214.7192,0.050371508,OUT010,1998,medium,2,Tier 3,Grocery Store,862.8768,185276.22
3772,FDU39,18.85,Meat,Low Fat,58.5562,0.036184755,OUT018,2009,medium,2,Tier 3,Supermarket Type2,770.3306,45107.63
3773,FDV27,12.6,Meat,Regular,89.3514,0.070017381,OUT019,1985,small,1,Tier 1,Grocery Store,177.1028,15824.38
3774,NCW53,18.35,Health and Hygiene,Low Fat,190.6162,0.030556922,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3271.0754,623519.96
3775,NCZ42,10.5,Household,Low Fat,237.0248,0.011278535,OUT013,1987,high,3,Tier 3,Supermarket Type1,5451.5704,1292157.38
3776,FDO46,9.6,Snack Foods,Regular,191.0872,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,4349.0056,831039.3
3777,FDQ57,12.6,Snack Foods,Low Fat,147.476,0.027812304,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3368.948,496838.98
3778,FDZ36,6.035,Baking Goods,Regular,187.724,0.066051758,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2050.664,384958.85
3779,FDK38,6.65,Canned,Low Fat,150.0734,0.053506996,OUT018,2009,medium,2,Tier 3,Supermarket Type2,3563.3616,534765.79
3780,FDU51,12.6,Meat,Regular,178.7028,0.096046304,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4604.6728,822867.92
3781,FDS14,7.285,Dairy,Low Fat,156.9288,0.049922304,OUT013,1987,high,3,Tier 3,Supermarket Type1,1571.288,246580.34
3782,FDQ40,11.1,Frozen Foods,Regular,175.4712,0.036083537,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2988.1104,524327.32
3783,FDE20,11.35,Fruits and Vegetables,Regular,167.879,0.005539114,OUT049,1999,medium,2,Tier 1,Supermarket Type1,4074.696,684055.89
3784,FDH58,12.3,Snack Foods,Low Fat,113.1834,0.036939673,OUT046,1997,small,1,Tier 1,Supermarket Type1,3109.9518,351994.92
3785,NCK53,11.6,Health and Hygiene,Low Fat,99.3042,0.037793818,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2281.6966,226582.06
3786,FDJ44,12.3,Fruits and Vegetables,Regular,173.7396,0.106928681,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3663.2316,636448.39
3787,FDN22,18.85,Snack Foods,Regular,252.4724,0.138585859,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3271.7412,826024.35
3788,FDH56,9.8,Fruits and Vegetables,Regular,116.7492,0.06407717,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1621.8888,189354.22
3789,FDK48,7.445,Baking Goods,Low Fat,74.7354,0.037708542,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1128.531,84341.22
3790,FDQ40,11.1,Frozen Foods,Regular,177.2712,0.036020711,OUT035,2004,small,1,Tier 2,Supermarket Type1,2109.2544,373910.06
3791,FDH10,21.0,Snack Foods,Low Fat,194.4478,0.049295686,OUT035,2004,small,1,Tier 2,Supermarket Type1,968.739,188369.17
3792,FDM21,20.2,Snack Foods,Low Fat,259.2646,0.06449461,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3091.9752,801639.71
3793,FDX12,18.2,Baking Goods,Regular,239.2196,0.026117345,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3133.2548,749535.96
3794,FDM51,11.8,Meat,Regular,102.4674,0.025904648,OUT013,1987,high,3,Tier 3,Supermarket Type1,2037.348,208761.75
3795,FDG09,20.6,Fruits and Vegetables,Regular,188.9556,0.080235512,OUT010,1998,medium,2,Tier 3,Grocery Store,563.2668,106432.42
3796,DRD37,9.8,Soft Drinks,Low Fat,45.306,0.013830218,OUT013,1987,high,3,Tier 3,Supermarket Type1,1304.968,59122.88
3797,FDN21,18.6,Snack Foods,Low Fat,161.0236,0.076855628,OUT046,1997,small,1,Tier 1,Supermarket Type1,483.3708,77834.11
3798,NCQ06,13.0,Household,Low Fat,256.7014,0.041824524,OUT046,1997,small,1,Tier 1,Supermarket Type1,2805.0154,720051.38
3799,FDV52,20.7,Frozen Foods,Regular,118.0466,0.12152072,OUT046,1997,small,1,Tier 1,Supermarket Type1,1060.6194,125202.51
3800,FDC10,9.8,Snack Foods,Regular,120.8098,0.073289899,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1325.6078,160146.41
3801,FDX51,9.5,Meat,Regular,195.4452,0.022054553,OUT035,2004,small,1,Tier 2,Supermarket Type1,4502.1396,879921.57
3802,NCD54,21.1,Household,Low Fat,144.6786,0.029054046,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2889.572,418059.23
3803,NCK18,12.6,Household,Low Fat,164.1184,0.006665667,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3797.7232,623276.26
3804,FDZ01,8.975,Canned,Regular,104.099,0.009057132,OUT035,2004,small,1,Tier 2,Supermarket Type1,2476.776,257829.9
3805,FDT48,4.92,Baking Goods,Low Fat,199.1084,0.045955031,OUT046,1997,small,1,Tier 1,Supermarket Type1,2182.4924,434552.57
3806,FDB40,17.5,Dairy,Regular,145.8102,0.007551607,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1895.5326,276387.99
3807,NCC07,12.6,Household,Low Fat,103.3964,0.023835164,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3050.6956,315430.94
3808,FDT52,9.695,Frozen Foods,Regular,244.6144,0.047503318,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3185.1872,779142.66
3809,FDK09,12.6,Snack Foods,Low Fat,227.5352,0.160665697,OUT019,1985,small,1,Tier 1,Grocery Store,916.1408,208454.28
3810,NCQ30,7.725,Household,Low Fat,123.7414,0.048661041,OUT010,1998,medium,2,Tier 3,Grocery Store,121.8414,15076.83
3811,FDZ60,12.6,Baking Goods,Low Fat,106.0596,0.208987123,OUT019,1985,small,1,Tier 1,Grocery Store,215.7192,22879.09
3812,NCK18,9.6,Household,Low Fat,164.9184,0.006692529,OUT013,1987,high,3,Tier 3,Supermarket Type1,2972.1312,490159.12
3813,FDV11,9.1,Breads,Regular,173.4054,0.136695145,OUT010,1998,medium,2,Tier 3,Grocery Store,875.527,151821.11
3814,FDR25,17.0,Canned,Regular,265.6884,0.140311123,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2649.884,704043.44
3815,FDB26,14.0,Canned,Regular,52.364,0.031330907,OUT045,2002,medium,2,Tier 2,Supermarket Type1,745.696,39047.63
3816,DRD01,12.1,Soft Drinks,Regular,55.8614,0.061521569,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1436.7964,80261.46
3817,FDG32,19.85,Fruits and Vegetables,Low Fat,221.5772,0.176991029,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3558.0352,788379.48
3818,FDY49,17.2,Canned,Regular,163.1184,0.0120098,OUT035,2004,small,1,Tier 2,Supermarket Type1,2807.0128,457875.44
3819,FDD26,8.71,Canned,Regular,183.3924,0.072141818,OUT035,2004,small,1,Tier 2,Supermarket Type1,2776.386,509168.09
3820,FDC22,6.89,Snack Foods,Regular,192.682,0.136984147,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2703.148,520847.96
3821,DRD27,18.75,Dairy,Low Fat,97.9042,0.0,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1686.4714,165112.63
3822,FDA44,12.6,Fruits and Vegetables,Low Fat,57.793,0.052964982,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1754.383,101391.06
3823,FDW01,14.5,Canned,Low Fat,154.4682,0.0,OUT013,1987,high,3,Tier 3,Supermarket Type1,1524.682,235514.88
3824,FDV32,12.6,Fruits and Vegetables,Low Fat,64.151,0.155316936,OUT019,1985,small,1,Tier 1,Grocery Store,316.255,20288.07
3825,FDK32,12.6,Fruits and Vegetables,Regular,152.8682,0.048738407,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5031.4506,769148.8
3826,NCA05,20.75,Health and Hygiene,Low Fat,149.4734,0.0,OUT013,1987,high,3,Tier 3,Supermarket Type1,2969.468,443856.48
3827,FDR10,17.6,Snack Foods,Low Fat,161.5552,0.010031539,OUT013,1987,high,3,Tier 3,Supermarket Type1,1787.0072,288700.31
3828,FDL22,16.85,Snack Foods,Low Fat,91.0488,0.036383293,OUT035,2004,small,1,Tier 2,Supermarket Type1,1086.5856,98932.31
3829,FDD10,20.6,Snack Foods,Regular,178.1344,0.0,OUT035,2004,small,1,Tier 2,Supermarket Type1,3568.688,635706.1
3830,FDW25,5.175,Canned,Low Fat,86.9224,0.03736783,OUT013,1987,high,3,Tier 3,Supermarket Type1,255.6672,22223.21
3831,FDR47,17.85,Breads,Low Fat,196.9794,0.087604647,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1560.6352,307412.99
3832,DRF27,8.93,Dairy,Low Fat,152.234,0.028461453,OUT049,1999,medium,2,Tier 1,Supermarket Type1,5053.422,769302.64
3833,FDQ48,12.6,Baking Goods,Regular,97.2726,0.034244601,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1957.452,190406.45
3834,FDS37,7.655,Canned,Low Fat,114.1492,0.031938828,OUT035,2004,small,1,Tier 2,Supermarket Type1,1158.492,132240.94
3835,NCI18,18.35,Household,Low Fat,224.5746,0.014024028,OUT046,1997,small,1,Tier 1,Supermarket Type1,2692.4952,604666.03
3836,NCJ42,12.6,Household,Low Fat,100.9332,0.014232071,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1743.0644,175933.07
3837,FDY48,14.0,Baking Goods,Low Fat,104.3332,0.023730384,OUT035,2004,small,1,Tier 2,Supermarket Type1,1435.4648,149766.64
3838,FDB39,11.6,Dairy,Low Fat,56.1272,0.038578846,OUT049,1999,medium,2,Tier 1,Supermarket Type1,671.1264,37668.45
3839,DRI37,15.85,Soft Drinks,Low Fat,57.3904,0.108036187,OUT018,2009,medium,2,Tier 3,Supermarket Type2,703.0848,40350.32
3840,FDB58,10.5,Snack Foods,Regular,143.2154,0.013572808,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1559.9694,223411.64
3841,FDV12,16.7,Baking Goods,Regular,98.7384,0.06082402,OUT013,1987,high,3,Tier 3,Supermarket Type1,1773.6912,175131.43
3842,NCU06,17.6,Household,Low Fat,230.901,0.074345142,OUT013,1987,high,3,Tier 3,Supermarket Type1,4364.319,1007725.62
3843,FDU34,18.25,Snack Foods,Low Fat,123.1046,0.075501241,OUT018,2009,medium,2,Tier 3,Supermarket Type2,249.0092,30654.18
3844,FDP31,21.1,Fruits and Vegetables,Regular,62.2168,0.16216286,OUT018,2009,medium,2,Tier 3,Supermarket Type2,383.5008,23860.19
3845,FDV11,9.1,Breads,Regular,177.0054,0.081652352,OUT035,2004,small,1,Tier 2,Supermarket Type1,2101.2648,371935.22
3846,NCY06,15.25,Household,Low Fat,130.9968,0.061434045,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2348.9424,307703.94
3847,NCV41,14.35,Health and Hygiene,Low Fat,109.5228,0.017073332,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1657.842,181571.5
3848,FDQ52,12.6,Frozen Foods,Low Fat,248.8434,0.118806857,OUT027,1985,medium,2,Tier 3,Supermarket Type3,6705.2718,1668562.63
3849,FDM38,5.885,Canned,Regular,53.6982,0.092694107,OUT013,1987,high,3,Tier 3,Supermarket Type1,1525.3478,81908.43
3850,FDA14,16.1,Dairy,Low Fat,148.076,0.065183228,OUT046,1997,small,1,Tier 1,Supermarket Type1,1464.76,216895.8
3851,FDB23,12.6,Starchy Foods,Regular,224.0062,0.005561538,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3837.0054,859513.0
3852,DRH49,19.7,Soft Drinks,Low Fat,84.1592,0.024635077,OUT013,1987,high,3,Tier 3,Supermarket Type1,1073.2696,90325.51
3853,FDI40,11.5,Frozen Foods,Regular,100.6358,0.126313413,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2010.716,202350.01
3854,FDR37,16.5,Breakfast,Regular,180.4292,0.066383907,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2189.1504,394986.66
3855,FDS16,15.15,Frozen Foods,Regular,147.876,0.066279832,OUT049,1999,medium,2,Tier 1,Supermarket Type1,4540.756,671468.83
3856,FDT15,12.15,Meat,Regular,184.295,0.042681522,OUT046,1997,small,1,Tier 1,Supermarket Type1,2014.045,371178.42
3857,FDL32,15.7,Fruits and Vegetables,Regular,112.4544,0.0,OUT013,1987,high,3,Tier 3,Supermarket Type1,1230.3984,138363.71
3858,FDB39,11.6,Dairy,Low Fat,55.8272,0.038736838,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1454.1072,81178.73
3859,FDX40,12.85,Frozen Foods,Low Fat,37.6164,0.098910759,OUT013,1987,high,3,Tier 3,Supermarket Type1,308.9312,11620.88
3860,DRD13,15.0,Soft Drinks,Low Fat,65.6168,0.049178998,OUT045,2002,medium,2,Tier 2,Supermarket Type1,639.168,41940.16
3861,FDZ43,11.0,Fruits and Vegetables,Regular,241.9512,0.057011062,OUT013,1987,high,3,Tier 3,Supermarket Type1,2908.2144,703645.96
3862,DRM59,5.88,Hard Drinks,Low Fat,155.5998,0.003589104,OUT013,1987,high,3,Tier 3,Supermarket Type1,1691.7978,263243.4
3863,NCZ18,7.825,Household,Low Fat,253.4698,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,6849.0846,1736036.1
3864,FDH52,12.6,Frozen Foods,Regular,60.2194,0.043690499,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1733.7432,104404.98
3865,FDM25,10.695,Breakfast,Regular,173.7712,0.10154201,OUT010,1998,medium,2,Tier 3,Grocery Store,175.7712,30543.97
3866,NCP05,12.6,Health and Hygiene,Low Fat,152.6024,0.025164132,OUT027,1985,medium,2,Tier 3,Supermarket Type3,6072.096,926616.42
3867,FDY38,13.6,Dairy,Regular,231.23,0.119077255,OUT013,1987,high,3,Tier 3,Supermarket Type1,2330.3,538835.27
3868,FDO37,8.06,Breakfast,Low Fat,230.3326,0.021497594,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1386.1956,319286.04
3869,FDV49,12.6,Canned,Low Fat,262.6226,0.025702129,OUT027,1985,medium,2,Tier 3,Supermarket Type3,7136.7102,1874261.39
3870,NCP02,7.105,Household,Low Fat,61.0562,0.075000682,OUT010,1998,medium,2,Tier 3,Grocery Store,296.281,18089.79
3871,NCJ19,18.6,Others,Low Fat,58.3588,0.118419683,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1545.9876,90221.98
3872,FDW44,9.5,Fruits and Vegetables,Regular,171.8448,0.035151215,OUT046,1997,small,1,Tier 1,Supermarket Type1,2556.672,439350.79
3873,FDU56,16.85,Fruits and Vegetables,Low Fat,182.4266,0.044414056,OUT046,1997,small,1,Tier 1,Supermarket Type1,2028.6926,370087.49
3874,FDZ58,17.85,Snack Foods,Low Fat,123.7072,0.052471995,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2450.144,303100.45
3875,FDZ15,13.1,Dairy,Low Fat,117.4782,0.020853376,OUT013,1987,high,3,Tier 3,Supermarket Type1,1906.8512,224013.45
3876,NCI06,11.3,Household,Low Fat,180.766,0.047791878,OUT049,1999,medium,2,Tier 1,Supermarket Type1,5033.448,909876.26
3877,FDD36,13.3,Baking Goods,Low Fat,120.4124,0.02136022,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1777.686,214055.44
3878,FDD56,15.2,Fruits and Vegetables,Regular,177.0054,0.103988736,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3677.2134,650886.63
3879,FDX27,20.7,Dairy,Regular,94.3436,0.114581955,OUT018,2009,medium,2,Tier 3,Supermarket Type2,945.436,89195.84
3880,FDG50,7.405,Canned,Low Fat,89.7146,0.02556185,OUT010,1998,medium,2,Tier 3,Grocery Store,182.4292,16366.56
3881,FDU36,6.15,Baking Goods,Low Fat,100.5384,0.046459438,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1675.1528,168417.18
3882,FDJ15,11.35,Dairy,Regular,182.5608,0.023322478,OUT046,1997,small,1,Tier 1,Supermarket Type1,3307.6944,603855.34
3883,FDG32,19.85,Fruits and Vegetables,Low Fat,223.0772,0.175962247,OUT035,2004,small,1,Tier 2,Supermarket Type1,1779.0176,396858.26
3884,FDV15,12.6,Meat,Low Fat,103.3648,0.255929096,OUT019,1985,small,1,Tier 1,Grocery Store,311.5944,32207.89
3885,FDS28,8.18,Frozen Foods,Regular,58.1588,0.082333019,OUT013,1987,high,3,Tier 3,Supermarket Type1,343.5528,19980.62
3886,FDU23,12.15,Breads,Low Fat,165.0184,0.021757269,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3302.368,544951.48
3887,DRI03,6.03,Dairy,Low Fat,176.4028,0.0226994,OUT035,2004,small,1,Tier 2,Supermarket Type1,4250.4672,749794.32
3888,FDH28,15.85,Frozen Foods,Regular,36.9506,0.110653377,OUT017,2007,medium,2,Tier 2,Supermarket Type1,759.012,28045.95
3889,FDP16,18.6,Frozen Foods,Low Fat,245.7802,0.065771529,OUT010,1998,medium,2,Tier 3,Grocery Store,245.6802,60383.33
3890,NCQ29,12.0,Health and Hygiene,Low Fat,262.3278,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1561.9668,409747.31
3891,NCH30,17.1,Household,Low Fat,114.686,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1358.232,155770.2
3892,FDU31,10.5,Fruits and Vegetables,Regular,217.9508,0.024991056,OUT046,1997,small,1,Tier 1,Supermarket Type1,2821.6604,614983.14
3893,FDF04,17.5,Frozen Foods,Low Fat,256.3304,0.013658248,OUT049,1999,medium,2,Tier 1,Supermarket Type1,6199.9296,1589230.43
3894,FDZ20,16.1,Fruits and Vegetables,Low Fat,255.2356,0.034278413,OUT013,1987,high,3,Tier 3,Supermarket Type1,6867.0612,1752718.49
3895,NCK05,20.1,Health and Hygiene,Low Fat,61.3536,0.0,OUT010,1998,medium,2,Tier 3,Grocery Store,183.7608,11274.39
3896,FDV23,12.6,Breads,Low Fat,125.6046,0.185306514,OUT019,1985,small,1,Tier 1,Grocery Store,622.523,78191.75
3897,FDA07,7.55,Fruits and Vegetables,Regular,122.6072,0.051794958,OUT010,1998,medium,2,Tier 3,Grocery Store,122.5072,15020.26
3898,FDL03,19.25,Meat,Regular,194.811,0.027058066,OUT013,1987,high,3,Tier 3,Supermarket Type1,2749.754,535682.33
3899,FDX04,19.6,Frozen Foods,Regular,49.2376,0.041740902,OUT018,2009,medium,2,Tier 3,Supermarket Type2,958.752,47206.65
3900,FDV19,14.85,Fruits and Vegetables,Regular,161.9578,0.035400659,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1444.1202,233886.53
3901,FDP22,14.65,Snack Foods,Regular,52.2666,0.099535996,OUT018,2009,medium,2,Tier 3,Supermarket Type2,615.1992,32154.37
3902,FDT34,9.3,Snack Foods,Low Fat,107.0964,0.175336471,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1472.7496,157726.18
3903,FDZ26,12.6,Dairy,Regular,237.5222,0.143319995,OUT027,1985,medium,2,Tier 3,Supermarket Type3,7170.666,1703192.36
3904,NCM43,14.5,Others,Low Fat,163.921,0.01950565,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2446.815,401084.36
3905,DRK35,8.365,Hard Drinks,Low Fat,37.9506,0.071846495,OUT046,1997,small,1,Tier 1,Supermarket Type1,569.259,21603.72
3906,FDO20,12.85,Fruits and Vegetables,Regular,252.3382,0.0,OUT046,1997,small,1,Tier 1,Supermarket Type1,4794.4258,1209816.78
3907,FDO22,13.5,Snack Foods,Regular,79.496,0.017887238,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1438.128,114325.42
3908,FDM46,7.365,Snack Foods,Low Fat,94.712,0.159967845,OUT046,1997,small,1,Tier 1,Supermarket Type1,1304.968,123596.13
3909,FDO01,21.1,Breakfast,Regular,130.4994,0.020718655,OUT046,1997,small,1,Tier 1,Supermarket Type1,2184.4898,285074.61
3910,NCX05,12.6,Health and Hygiene,Low Fat,117.4492,0.096592065,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1621.8888,190489.54
3911,FDI46,9.5,Snack Foods,Low Fat,253.6724,0.074460855,OUT049,1999,medium,2,Tier 1,Supermarket Type1,5033.448,1276846.83
3912,FDD11,12.85,Starchy Foods,Low Fat,254.904,0.030789914,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3036.048,773900.78
3913,FDA32,14.0,Fruits and Vegetables,Low Fat,216.6192,0.030216783,OUT018,2009,medium,2,Tier 3,Supermarket Type2,3020.0688,654204.89
3914,FDW32,18.35,Fruits and Vegetables,Regular,86.3882,0.094279004,OUT035,2004,small,1,Tier 2,Supermarket Type1,1545.9876,133555.09
3915,FDX22,12.6,Snack Foods,Regular,210.9928,0.04022593,OUT019,1985,small,1,Tier 1,Grocery Store,210.3928,44391.37
3916,FDQ47,7.155,Breads,Regular,33.6874,0.168527463,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1023.3346,34473.48
3917,FDT07,5.82,Fruits and Vegetables,Regular,257.633,0.077304459,OUT035,2004,small,1,Tier 2,Supermarket Type1,4613.994,1188717.12
3918,NCQ43,17.75,Others,Low Fat,108.6912,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1201.1032,130549.35
3919,FDW07,18.0,Fruits and Vegetables,Regular,88.2514,0.142570104,OUT013,1987,high,3,Tier 3,Supermarket Type1,1505.3738,132851.35
3920,FDE35,7.06,Starchy Foods,Regular,57.6904,0.043968652,OUT049,1999,medium,2,Tier 1,Supermarket Type1,585.904,33801.04
3921,FDC04,15.6,Dairy,Low Fat,241.3854,0.045076878,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2900.2248,700071.92
3922,NCW53,12.6,Health and Hygiene,Low Fat,192.5162,0.030347404,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3078.6592,592691.77
3923,NCG07,12.3,Household,Low Fat,191.053,0.052492122,OUT035,2004,small,1,Tier 2,Supermarket Type1,3415.554,652551.84
3924,FDQ03,15.0,Meat,Regular,238.0248,0.077999504,OUT035,2004,small,1,Tier 2,Supermarket Type1,1896.1984,451342.24
3925,FDV46,18.2,Snack Foods,Low Fat,141.218,0.012597384,OUT013,1987,high,3,Tier 3,Supermarket Type1,2936.178,414641.18
3926,NCM26,20.5,Others,Low Fat,154.034,0.023179181,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2450.144,377405.48
3927,DRA59,8.27,Soft Drinks,Regular,183.6924,0.128126825,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1295.6468,238000.47
3928,FDW13,12.6,Canned,Low Fat,52.7324,0.097410707,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2492.7552,131448.96
3929,DRF27,8.93,Dairy,Low Fat,154.534,0.028417272,OUT046,1997,small,1,Tier 1,Supermarket Type1,2603.278,402294.96
3930,FDT12,6.215,Baking Goods,Regular,225.8062,0.049902382,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3159.8868,713522.03
3931,FDD40,20.25,Dairy,Regular,190.7162,0.014823358,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1154.4972,220181.32
3932,FDN25,7.895,Breakfast,Regular,57.7588,0.061424738,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1145.176,66143.99
3933,FDE33,19.35,Fruits and Vegetables,Regular,77.0644,0.049594299,OUT013,1987,high,3,Tier 3,Supermarket Type1,2278.3676,175581.03
